Town,Year,Crime Type,Measure_Type,Value
Wethersfield,2013,Aggravated Assault,"Rate (per 100,000)",28.8
Wethersfield,2013,Murder,Number,0
Wethersfield,2013,Murder,"Rate (per 100,000)",0
Wethersfield,2013,Rape,Number,3
Wethersfield,2013,Rape,"Rate (per 100,000)",10.8
Wethersfield,2013,Robbery,Number,6
Wethersfield,2013,Robbery,"Rate (per 100,000)",21.6
Wethersfield,2013,Burglary,Number,44
Wethersfield,2013,Burglary,"Rate (per 100,000)",158.7
Wethersfield,2013,Larceny,Number,318
Wethersfield,2013,Larceny,"Rate (per 100,000)",1146.8
Wethersfield,2013,Motor Vehicle Theft,Number,28
Wethersfield,2013,Motor Vehicle Theft,"Rate (per 100,000)",101
Wethersfield,2013,Arson,Number,0
Wethersfield,2013,Arson,"Rate (per 100,000)",0
Wethersfield,2014,Total Crime,Number,399
Wethersfield,2014,Total Crime,"Rate (per 100,000)",1440
Wethersfield,2014,Total Violent Crime,Number,17
Wethersfield,2014,Total Violent Crime,"Rate (per 100,000)",61.4
Wethersfield,2014,Total Property Crime,Number,382
Wethersfield,2014,Total Property Crime,"Rate (per 100,000)",1378.6
Wethersfield,2014,Aggravated Assault,Number,4
Wethersfield,2014,Aggravated Assault,"Rate (per 100,000)",14.4
Wethersfield,2014,Murder,Number,1
Wethersfield,2014,Murder,"Rate (per 100,000)",3.6
Wethersfield,2014,Rape,Number,3
Wethersfield,2014,Rape,"Rate (per 100,000)",10.8
Wethersfield,2014,Robbery,Number,9
Wethersfield,2014,Robbery,"Rate (per 100,000)",32.5
Wethersfield,2014,Burglary,Number,67
Wethersfield,2014,Burglary,"Rate (per 100,000)",241.8
Wethersfield,2014,Larceny,Number,280
Wethersfield,2014,Larceny,"Rate (per 100,000)",1010.5
Wethersfield,2014,Motor Vehicle Theft,Number,35
Wethersfield,2014,Motor Vehicle Theft,"Rate (per 100,000)",126.3
Wethersfield,2014,Arson,Number,1
Wethersfield,2014,Arson,"Rate (per 100,000)",3.6
Wethersfield,2015,Total Crime,Number,369
Wethersfield,2015,Total Crime,"Rate (per 100,000)",1333.1
Wethersfield,2015,Total Violent Crime,Number,33
Wethersfield,2015,Total Violent Crime,"Rate (per 100,000)",119.2
Wethersfield,2015,Total Property Crime,Number,336
Wethersfield,2015,Total Property Crime,"Rate (per 100,000)",1213.9
Wethersfield,2015,Aggravated Assault,Number,16
Wethersfield,2015,Aggravated Assault,"Rate (per 100,000)",57.8
Wethersfield,2015,Murder,Number,0
Wethersfield,2015,Murder,"Rate (per 100,000)",0
Wethersfield,2015,Rape,Number,3
Wethersfield,2015,Rape,"Rate (per 100,000)",10.8
Wethersfield,2015,Robbery,Number,14
Wethersfield,2015,Robbery,"Rate (per 100,000)",50.6
Wethersfield,2015,Burglary,Number,95
Wethersfield,2015,Burglary,"Rate (per 100,000)",343.2
Wethersfield,2015,Larceny,Number,205
Wethersfield,2015,Larceny,"Rate (per 100,000)",740.6
Wethersfield,2015,Motor Vehicle Theft,Number,36
Wethersfield,2015,Motor Vehicle Theft,"Rate (per 100,000)",130.1
Wethersfield,2015,Arson,Number,1
Wethersfield,2015,Arson,"Rate (per 100,000)",3.6
Wethersfield,2016,Total Crime,Number,129
Wethersfield,2016,Total Crime,"Rate (per 100,000)",467.1
Wethersfield,2016,Total Violent Crime,Number,7
Wethersfield,2016,Total Violent Crime,"Rate (per 100,000)",25.3
Wethersfield,2016,Total Property Crime,Number,122
Wethersfield,2016,Total Property Crime,"Rate (per 100,000)",441.8
Wethersfield,2016,Aggravated Assault,Number,3
Wethersfield,2016,Aggravated Assault,"Rate (per 100,000)",10.9
Wethersfield,2016,Murder,Number,0
Wethersfield,2016,Murder,"Rate (per 100,000)",0
Wethersfield,2016,Rape,Number,4
Wethersfield,2016,Rape,"Rate (per 100,000)",14.5
Wethersfield,2016,Robbery,Number,0
Wethersfield,2016,Robbery,"Rate (per 100,000)",0
Wethersfield,2016,Burglary,Number,19
Wethersfield,2016,Burglary,"Rate (per 100,000)",68.8
Wethersfield,2016,Larceny,Number,83
Wethersfield,2016,Larceny,"Rate (per 100,000)",300.6
Wethersfield,2016,Motor Vehicle Theft,Number,20
Wethersfield,2016,Motor Vehicle Theft,"Rate (per 100,000)",72.4
Wethersfield,2016,Arson,Number,0
Wethersfield,2016,Arson,"Rate (per 100,000)",0
Wethersfield,2017,Total Crime,Number,419
Wethersfield,2017,Total Crime,"Rate (per 100,000)",1515.2
Wethersfield,2017,Total Violent Crime,Number,31
Wethersfield,2017,Total Violent Crime,"Rate (per 100,000)",112.1
Wethersfield,2017,Total Property Crime,Number,388
Wethersfield,2017,Total Property Crime,"Rate (per 100,000)",1403.1
Wethersfield,2017,Aggravated Assault,Number,9
Wethersfield,2017,Aggravated Assault,"Rate (per 100,000)",32.5
Wethersfield,2017,Murder,Number,1
Wethersfield,2017,Murder,"Rate (per 100,000)",3.6
Wethersfield,2017,Rape,Number,9
Wethersfield,2017,Rape,"Rate (per 100,000)",32.5
Wethersfield,2017,Robbery,Number,12
Wethersfield,2017,Robbery,"Rate (per 100,000)",43.4
Wethersfield,2017,Burglary,Number,55
Wethersfield,2017,Burglary,"Rate (per 100,000)",198.9
Wethersfield,2017,Larceny,Number,249
Wethersfield,2017,Larceny,"Rate (per 100,000)",900.4
Wethersfield,2017,Motor Vehicle Theft,Number,84
Wethersfield,2017,Motor Vehicle Theft,"Rate (per 100,000)",303.8
Wethersfield,2017,Arson,Number,4
Wethersfield,2017,Arson,"Rate (per 100,000)",14.5
Willington,2010,Total Crime,Number,46
Willington,2010,Total Crime,"Rate (per 100,000)",735.5
Willington,2010,Total Violent Crime,Number,3
Willington,2010,Total Violent Crime,"Rate (per 100,000)",48
Willington,2010,Total Property Crime,Number,43
Willington,2010,Total Property Crime,"Rate (per 100,000)",687.6
Willington,2010,Aggravated Assault,Number,0
Willington,2010,Aggravated Assault,"Rate (per 100,000)",0
Willington,2010,Murder,Number,0
Willington,2010,Murder,"Rate (per 100,000)",0
Willington,2010,Rape,Number,2
Willington,2010,Rape,"Rate (per 100,000)",32
Willington,2010,Robbery,Number,1
Willington,2010,Robbery,"Rate (per 100,000)",16
Willington,2010,Burglary,Number,21
Willington,2010,Burglary,"Rate (per 100,000)",335.8
Willington,2010,Larceny,Number,17
Willington,2010,Larceny,"Rate (per 100,000)",271.8
Willington,2010,Motor Vehicle Theft,Number,5
Willington,2010,Motor Vehicle Theft,"Rate (per 100,000)",79.9
Willington,2010,Arson,Number,0
Willington,2010,Arson,"Rate (per 100,000)",0
Willington,2011,Total Crime,Number,28
Willington,2011,Total Crime,"Rate (per 100,000)",446.9
Willington,2011,Total Violent Crime,Number,4
Willington,2011,Total Violent Crime,"Rate (per 100,000)",63.8
Willington,2011,Total Property Crime,Number,24
Willington,2011,Total Property Crime,"Rate (per 100,000)",383
Willington,2011,Aggravated Assault,Number,4
Willington,2011,Aggravated Assault,"Rate (per 100,000)",63.8
Willington,2011,Murder,Number,0
Willington,2011,Murder,"Rate (per 100,000)",0
Willington,2011,Rape,Number,0
Willington,2011,Rape,"Rate (per 100,000)",0
Willington,2011,Robbery,Number,0
Willington,2011,Robbery,"Rate (per 100,000)",0
Willington,2011,Burglary,Number,9
Willington,2011,Burglary,"Rate (per 100,000)",143.6
Willington,2011,Larceny,Number,14
Willington,2011,Larceny,"Rate (per 100,000)",223.4
Willington,2011,Motor Vehicle Theft,Number,1
Willington,2011,Motor Vehicle Theft,"Rate (per 100,000)",16
Willington,2011,Arson,Number,0
Willington,2011,Arson,"Rate (per 100,000)",0
Willington,2012,Total Crime,Number,36
Willington,2012,Total Crime,"Rate (per 100,000)",573
Willington,2012,Total Violent Crime,Number,5
Willington,2012,Total Violent Crime,"Rate (per 100,000)",79.6
Willington,2012,Total Property Crime,Number,31
Willington,2012,Total Property Crime,"Rate (per 100,000)",493.4
Willington,2012,Aggravated Assault,Number,5
Willington,2012,Aggravated Assault,"Rate (per 100,000)",79.6
Willington,2012,Murder,Number,0
Willington,2012,Murder,"Rate (per 100,000)",0
Willington,2012,Rape,Number,0
Willington,2012,Rape,"Rate (per 100,000)",0
Willington,2012,Robbery,Number,0
Willington,2012,Robbery,"Rate (per 100,000)",0
Willington,2012,Burglary,Number,8
Willington,2012,Burglary,"Rate (per 100,000)",127.3
Willington,2012,Larceny,Number,18
Willington,2012,Larceny,"Rate (per 100,000)",286.5
Willington,2012,Motor Vehicle Theft,Number,5
Willington,2012,Motor Vehicle Theft,"Rate (per 100,000)",79.6
Willington,2012,Arson,Number,0
Willington,2012,Arson,"Rate (per 100,000)",0
Willington,2013,Total Crime,Number,36
Willington,2013,Total Crime,"Rate (per 100,000)",572.2
Willington,2013,Total Violent Crime,Number,2
Willington,2013,Total Violent Crime,"Rate (per 100,000)",31.8
Willington,2013,Total Property Crime,Number,34
Willington,2013,Total Property Crime,"Rate (per 100,000)",540.5
Willington,2013,Aggravated Assault,Number,1
Willington,2013,Aggravated Assault,"Rate (per 100,000)",15.9
Willington,2013,Murder,Number,0
Willington,2013,Murder,"Rate (per 100,000)",0
Willington,2013,Rape,Number,0
Willington,2013,Rape,"Rate (per 100,000)",0
Willington,2013,Robbery,Number,1
Willington,2013,Robbery,"Rate (per 100,000)",15.9
Willington,2013,Burglary,Number,5
Willington,2013,Burglary,"Rate (per 100,000)",79.5
Willington,2013,Larceny,Number,25
Willington,2013,Larceny,"Rate (per 100,000)",397.4
Willington,2013,Motor Vehicle Theft,Number,4
Willington,2013,Motor Vehicle Theft,"Rate (per 100,000)",63.6
Willington,2013,Arson,Number,0
Willington,2013,Arson,"Rate (per 100,000)",0
Willington,2014,Total Crime,Number,47
Willington,2014,Total Crime,"Rate (per 100,000)",747.7
Willington,2014,Total Violent Crime,Number,7
Willington,2014,Total Violent Crime,"Rate (per 100,000)",111.4
Willington,2014,Total Property Crime,Number,40
